"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_14077",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14070",48,56,23,60,15,17,13,17,9,8,12,11,1,4,3,7,1,2,2,2,2,0
"Bger_14073",1,0,0,1,0,0,5,2,5,1,3,4,0,1,0,0,1,1,1,1,0,1
"Bger_14072",1,1,0,0,0,0,1,2,2,0,0,3,1,0,0,0,0,0,0,1,0,0
"Bger_14076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25379",17,21,2,20,2,11,12,12,16,6,41,14,9,10,6,12,2,9,7,14,6,5
"Bger_25380",0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,3,0,1,0,0,1,0
"Bger_25381",0,2,0,4,0,2,2,4,2,5,1,3,1,3,1,1,1,2,1,0,1,0
"Bger_18603",8,1,0,2,1,2,16,9,18,3,28,9,5,2,7,5,2,6,4,3,2,5
"Bger_18593",3,7,0,1,0,4,2,1,42,35,58,44,17,10,31,23,34,47,11,25,26,19
"Bger_18595",290,415,139,464,57,322,91,118,70,43,76,59,106,48,65,70,28,97,43,40,125,105
"Bger_18596",313,555,92,943,37,394,72,167,16,17,22,24,10,6,7,20,4,11,7,14,13,12
"Bger_18597",17,8,13,14,9,6,31,11,15,8,19,14,4,2,4,11,5,8,9,5,1,4
"Bger_18598",13,17,12,19,10,3,34,19,9,3,19,8,4,6,6,12,3,10,5,11,9,5
"Bger_18605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_18604",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_18602",62,93,60,79,10,64,9,23,12,12,94,38,8,10,21,13,18,10,17,9,13,5
"Bger_18592",19,16,0,4,23,40,137,293,73,108,218,213,47,41,86,78,68,58,92,41,84,77
"Bger_18601",109,92,96,139,27,91,4,16,1,2,47,14,4,5,7,12,4,5,7,5,5,2
"Bger_18599",0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Bger_18594",8,0,0,0,0,0,1,1,84,8,48,15,7,9,8,14,6,38,6,2,10,9
"Bger_18600",8,0,0,5,1,5,4,0,4,3,45,22,8,6,3,6,2,5,4,2,2,0
"Bger_18609",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18608",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Bger_25812",6,7,0,0,1,4,7,5,11,1,74,38,39,26,12,10,10,26,26,15,18,35
"Bger_25811",16,11,0,1,0,3,3,2,7,3,28,18,5,7,2,4,4,10,13,4,33,18
"Bger_25810",22,19,0,2,2,8,10,9,18,5,95,54,40,32,14,13,12,30,38,20,50,51
"Bger_28255",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Bger_22867",850,229,2,3,0,1,1,2,44,81,76,52,160,153,427,498,106,139,175,197,15,9
"Bger_22866",241,308,50,167,7,41,13,32,70,111,384,368,543,337,382,482,234,371,343,198,320,253
"Bger_22868",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"Bger_22869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22871",290,370,201,358,42,143,82,67,65,23,117,52,28,21,22,44,16,59,33,17,35,25
"Bger_22870",73,48,22,57,3,22,22,14,13,13,14,9,4,5,20,20,3,5,6,7,3,2
"Bger_03857",71,58,21,43,13,41,27,20,1695,967,396,169,1031,785,151,167,89,243,386,423,807,620
"Bger_03855",55,28,53,30,13,22,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,2
"Bger_03856",4,1,0,2,0,3,3,2,443,124,126,37,285,263,16,28,10,54,40,51,96,92
"Bger_03858",4,5,1,4,0,2,1,7,49,18,62,45,65,59,33,64,79,50,119,38,25,14
"Bger_03859",106,234,65,310,17,178,3,33,7,7,21,15,3,1,14,19,13,13,20,15,19,15
"Bger_03861",180,255,179,297,34,163,8,29,2,5,19,10,12,7,3,3,6,4,5,8,16,7
"Bger_03860",23,163,17,135,0,74,3,20,0,1,1,13,8,1,3,3,7,8,9,12,10,6
"Bger_03862",61,60,40,62,10,37,1,4,0,1,4,2,1,1,2,3,0,3,3,2,4,1
"Bger_03863",1078,745,1028,2170,691,2477,137,401,31,24,44,24,29,19,28,26,23,28,16,15,20,13
"Bger_03868",6,10,0,5,0,5,1,0,1,2,62,29,94,83,64,93,89,67,109,24,12,11
"Bger_03864",346,321,219,474,50,235,41,69,227,83,191,86,92,48,108,145,78,133,100,60,89,65
"Bger_03867",259,243,67,253,21,180,62,98,81,119,4609,2554,7041,4874,5059,5682,7218,4441,6911,1529,1060,917
"Bger_03869",4160,3888,1679,3778,642,1715,1924,1442,1882,537,1940,920,705,488,555,883,276,701,420,339,385,292
"Bger_03871",1173,1244,796,2175,445,1719,90,275,5,9,6,10,13,14,7,16,17,32,25,25,36,19
"Bger_03874",327,206,231,435,54,192,45,63,157,114,254,160,154,115,397,543,135,361,196,218,162,128
"Bger_03865",116,141,35,222,10,71,12,13,12,16,336,328,662,502,592,566,949,478,782,204,102,123
"Bger_03873",14,6,3,0,5,2,7,6,23,4,39,19,14,13,15,25,4,22,9,9,26,20
"Bger_03866",79,51,7,54,3,18,3,9,1,4,96,111,117,100,117,99,120,83,164,81,40,61
"Bger_03870",553,510,309,628,109,509,54,112,81,92,124,66,133,81,114,125,43,80,82,54,197,168
"Bger_03872",1069,831,578,1894,117,636,66,187,218,126,352,202,204,147,432,605,153,453,239,262,247,189
"Bger_20271",20,3,4,12,15,8,66,21,23,7,37,24,1,3,0,1,2,11,3,1,4,2
"Bger_20274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_20278",20,141,3,76,5,61,33,82,27,23,23,22,11,3,15,21,9,10,7,6,17,6
"Bger_20277",332,177,197,265,89,149,166,121,231,95,148,71,61,39,120,131,36,75,69,70,55,41
"Bger_20276",590,611,306,715,205,589,645,803,268,161,351,363,120,79,100,100,42,122,92,77,76,59
"Bger_20270",293,210,173,202,68,153,67,75,40,18,31,19,31,18,19,24,11,23,22,17,28,12
"Bger_20273",103,143,54,142,23,84,40,26,30,15,33,8,15,13,14,16,7,10,9,8,16,22
"Bger_20272",242,198,151,212,56,167,65,91,45,29,56,32,48,15,29,28,7,26,24,15,28,30
"Bger_20275",269,426,135,551,138,403,368,780,106,128,146,334,104,69,80,67,44,49,59,54,66,54
"Bger_20279",0,2,1,2,1,5,3,10,2,0,3,3,2,0,0,4,0,1,0,0,1,0
"Bger_15887",96,152,42,143,13,64,6,29,11,38,72,88,32,21,47,50,18,24,32,28,21,10
"Bger_15892",14,35,7,22,1,10,7,12,8,9,18,21,13,14,11,12,4,5,12,3,3,5
"Bger_15889",26,29,6,17,2,12,5,10,9,14,22,32,12,7,7,10,13,7,10,6,6,6
"Bger_15888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15891",17,39,12,23,3,13,9,19,16,17,33,26,17,16,14,16,5,6,12,4,5,6
"Bger_15890",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_15894",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15893",80,49,3,24,12,46,92,155,70,50,204,124,35,17,41,41,14,33,19,30,14,13
"Bger_15895",36,50,5,46,1,34,84,128,77,28,53,40,13,11,6,27,7,13,9,5,9,9
"Bger_15897",654,587,421,406,54,109,159,122,51,15,26,7,26,24,14,19,17,42,22,17,17,11
"Bger_15896",621,503,397,683,51,196,97,181,80,28,52,44,18,13,5,30,9,25,13,9,18,13
"Bger_12384",113,51,18,53,1,7,7,6,97,58,141,109,146,128,82,139,68,547,33,44,194,146
"Bger_12381",1271,979,709,1432,144,397,288,394,119,32,129,74,82,80,37,57,17,80,33,56,60,24
"Bger_12383",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_12387",257,222,118,376,42,152,119,61,498,202,600,456,81,41,39,65,17,34,24,26,14,14
"Bger_12386",13,7,0,0,1,2,4,10,1,0,77,89,80,67,93,108,65,174,109,95,348,242
"Bger_12390",0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"Bger_12385",20,29,0,15,1,10,15,33,12,8,58,27,18,12,9,17,3,26,16,16,15,5
"Bger_12388",130,157,85,265,18,70,17,23,98,98,193,202,27,14,15,18,4,10,10,12,6,3
"Bger_12391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_12382",222,257,93,358,50,220,323,290,426,196,467,360,200,207,208,328,120,393,189,210,423,233
"Bger_12389",758,711,356,850,86,410,403,284,516,131,527,263,150,116,110,147,82,236,131,106,184,127
"Bger_12396",25,10,5,11,1,10,10,8,30,26,294,123,128,56,50,55,21,32,27,17,13,13
"Bger_12395",2,0,1,1,0,1,3,0,2,0,3,4,6,8,7,13,1,10,4,7,16,16
"Bger_12394",427,614,270,731,43,197,129,265,83,74,204,161,71,74,67,81,29,59,50,50,48,52
"Bger_12397",2469,3240,1228,3488,240,1381,165,591,36,37,28,57,9,1,33,42,35,98,48,86,70,52
"Bger_12393",46,60,30,86,2,16,9,34,12,9,25,26,14,11,6,10,3,4,11,5,7,9
"Bger_12392",240,277,152,367,26,89,71,119,33,45,87,117,32,32,27,23,15,21,25,25,37,31
"Bger_21238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Bger_21239",4,5,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"Bger_21240",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bger_21241",5,2,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0
"Bger_21246",1,1,0,0,0,0,0,3,4,2,5,5,1,0,1,0,2,0,0,0,0,0
"Bger_21249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bger_21242",193,100,5,13,4,2,6,4,40,26,636,294,128,102,26,45,13,23,17,15,22,21
"Bger_21245",0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Bger_21251",0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0
"Bger_21250",0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,0,0,0
"Bger_21243",11,3,6,3,0,1,1,2,1049,317,9,15,12,3,2,3,0,1,1,6,0,1
"Bger_21247",336,239,221,435,45,104,204,118,159,45,313,124,80,63,58,89,51,97,43,53,98,54
"Bger_21244",1,1,1,1,0,1,0,1,547,252,4,5,2,7,1,0,0,1,0,0,2,0
"Bger_21248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24300",50,100,14,76,9,20,37,39,15,21,332,93,109,122,103,206,80,162,105,42,26,27
"Bger_24301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24304",20,35,9,39,2,9,0,6,5,19,7,17,6,7,11,9,3,5,9,3,3,10
"Bger_24303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24302",35,68,15,74,5,20,7,26,17,32,24,38,14,12,30,13,9,8,7,10,19,20
"Bger_26664",847,164,11,37,24,35,268,131,480,119,783,332,424,394,229,318,119,268,140,130,110,134
"Bger_26665",1,0,0,0,1,1,9,6,2,5,5,7,1,3,2,2,1,1,1,2,1,1
"Bger_26666",53,11,35,21,17,31,4,2,7,1,9,2,1,0,0,0,1,1,0,1,1,1
"Bger_26977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26976",133,55,272,177,37,73,17,30,18,4,26,9,6,3,0,12,1,13,2,7,4,3
"Bger_26975",0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_26974",2,0,0,0,0,0,1,3,0,0,4,2,1,0,1,0,1,0,1,0,0,0
"Bger_26978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26779",1,4,0,4,1,1,0,1,0,0,3,1,2,1,1,0,1,2,2,0,0,1
"Bger_26780",3,1,5,4,0,3,1,3,3,2,2,1,1,0,0,1,0,0,1,0,0,1
"Bger_27931",248,260,116,364,54,170,95,119,71,32,219,133,38,18,28,49,14,49,15,21,25,29
"Bger_21076",327,213,222,334,66,169,58,45,95,71,223,105,14,12,89,98,25,53,41,52,18,20
"Bger_21070",1,2,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_21072",12,19,1,23,4,9,8,21,104,25,14,6,18,11,4,2,2,7,4,6,10,4
"Bger_21068",19,18,4,22,7,29,38,47,17,19,62,32,25,18,6,32,5,16,9,12,6,5
"Bger_21069",2,2,1,0,2,2,1,0,1,1,22,15,26,14,17,9,7,4,7,3,0,2
"Bger_21071",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_21074",0,0,1,2,0,0,1,3,1,2,1,0,1,1,674,1767,335,433,473,353,1,0
"Bger_21075",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Bger_21073",8,18,1,21,3,9,8,20,102,25,14,5,16,11,4,2,2,4,4,5,10,2
"Bger_21077",0,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,2,1,0
"Bger_15469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15468",381,885,124,739,40,286,3,69,12,25,253,221,214,99,67,64,56,48,59,46,35,39
"Bger_15470",245,333,62,223,27,117,111,81,110,71,257,195,211,143,142,160,85,187,115,94,106,128
"Bger_15471",728,794,280,601,58,189,100,123,219,153,310,217,108,69,136,168,93,173,142,126,190,156
"Bger_15472",546,783,190,665,47,225,209,280,109,69,104,110,37,29,47,89,22,38,55,29,37,32
"Bger_15476",0,0,0,0,1,3,7,3,6,4,0,0,3,0,0,0,1,0,0,0,1,0
"Bger_15474",32,28,11,25,12,24,146,56,167,49,57,40,17,9,18,32,6,14,11,10,12,8
"Bger_15473",115,264,44,223,27,143,177,264,138,97,46,100,76,53,70,64,39,63,55,58,69,57
"Bger_15475",200,136,115,188,16,86,46,40,35,11,37,11,10,8,6,13,2,12,11,5,12,4
"Bger_15477",973,743,1096,1922,989,3572,552,737,209,130,244,137,137,86,61,81,53,91,79,55,65,64
"Bger_15480",51,90,4,50,2,8,1,4,0,1,3,4,2,0,0,3,2,1,0,2,3,5
"Bger_15479",243,318,175,404,21,97,28,82,31,50,81,58,54,28,150,130,50,52,98,55,43,45
"Bger_15478",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_15481",9,49,1,22,1,6,2,2,12,4,5,5,1,0,0,0,0,3,0,2,2,5
"Bger_15482",16,45,2,35,0,14,1,3,0,1,2,1,1,1,1,1,0,2,2,0,1,3
"Bger_28145",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Bger_08295",16,20,0,0,0,0,0,2,38,15,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08296",2,0,1,2,1,3,5,4,1,2,14,4,3,4,2,1,0,2,1,0,6,4
"Bger_08297",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bger_08298",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08303",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_08301",3,4,1,3,1,5,16,16,13,6,25,12,6,3,3,1,2,2,0,1,1,3
"Bger_08307",2041,1654,875,1512,160,808,5,109,120,22,42,19,9,14,8,11,3,65,25,31,26,27
"Bger_08304",6,14,1,4,3,5,11,19,6,6,17,18,11,8,9,6,3,2,1,2,2,1
"Bger_08308",1048,734,569,606,65,160,2,40,65,22,18,4,13,3,2,4,6,16,8,10,11,10
"Bger_08302",1,1,1,4,1,0,4,4,0,0,5,3,4,0,4,2,3,1,0,1,0,0
"Bger_08305",18,34,0,3,48,229,267,782,172,110,97,130,155,82,46,131,60,156,27,66,47,25
"Bger_08310",0,0,0,0,3,0,13,41,19,4,0,0,0,0,1,0,0,1,2,3,1,2
"Bger_08316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08317",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08318",5,0,0,2,0,2,2,2,5,2,2,1,2,0,0,1,0,0,0,1,0,0
"Bger_08306",1,2,1,0,2,0,47,30,38,8,115,49,24,18,3,5,2,5,1,1,1,1
"Bger_08319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08315",7,8,1,7,0,7,13,10,24,8,22,9,5,4,4,5,1,0,6,2,5,1
"Bger_08320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08311",0,0,0,0,6,0,16,59,56,7,2,0,0,0,1,1,1,0,2,2,2,8
"Bger_08309",11,4,0,22,4,10,21,74,120,15,1,4,0,0,0,1,0,1,3,6,0,4
"Bger_08312",0,0,0,0,17,12,64,130,347,10,4,1,0,0,8,10,2,3,7,7,10,16
"Bger_08326",4,3,0,0,0,0,0,0,1,0,5,1,7,9,1,0,0,2,2,1,17,19
"Bger_08327",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Bger_08324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_08322",0,3,0,1,0,2,0,0,0,1,0,1,98,102,30,31,11,55,29,25,122,83
"Bger_08325",8,0,0,0,0,2,3,2,2,1,18,9,1,2,1,1,0,3,1,2,1,0
"Bger_08321",2,1,1,1,3,7,16,14,7,1,32,15,129,123,27,56,31,84,32,38,216,106
"Bger_08323",45,27,7,13,5,7,1,1,20,3,81,70,68,72,19,23,7,62,19,12,59,48
"Bger_08330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2
"Bger_08329",2,4,0,6,0,5,1,2,2,0,0,0,2,4,0,0,0,5,0,1,6,12
"Bger_08328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bger_08337",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_08332",11,5,1,8,2,3,0,4,3,1,1,3,47,44,7,13,7,38,6,8,43,26
"Bger_08333",0,1,1,0,1,0,0,3,4,0,9,8,300,187,76,117,98,296,155,161,994,565
"Bger_08335",0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,3,4,6,3,33,16
"Bger_08331",0,0,0,0,0,0,0,0,0,0,1,0,19,7,1,1,3,4,1,0,18,8
"Bger_08336",2,3,0,1,0,1,4,7,1,2,1,5,5,9,8,11,6,16,12,8,60,29
"Bger_08334",3,3,0,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2
"Bger_17694",773,680,708,1420,194,948,225,300,120,50,141,82,88,46,44,44,23,57,41,35,51,33
"Bger_17696",0,0,0,2,0,0,0,2,13,28,151,56,0,0,10,10,9,10,15,11,0,0
"Bger_17695",2,5,3,6,2,5,0,1,0,0,4,3,1,1,0,1,0,0,2,1,0,0
"Bger_17697",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Bger_17701",619,413,331,557,98,271,224,97,994,299,372,188,172,180,222,364,104,282,166,132,236,193
"Bger_17698",1,3,4,6,0,2,1,1,8,15,112,31,9,6,19,9,10,8,17,11,0,0
"Bger_17703",87,84,105,236,74,301,17,62,11,4,31,20,11,4,14,11,4,7,11,4,12,12
"Bger_17702",165,146,80,150,17,83,51,26,167,72,63,34,44,44,57,95,40,69,57,34,47,65
"Bger_17700",4,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"Bger_17704",128,86,121,284,104,299,39,58,17,6,25,16,8,4,12,15,6,6,8,4,5,7
"Bger_17705",685,295,2,10,8,5,3,3,132,68,148,50,553,550,152,239,82,598,116,164,384,366
"Bger_17706",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"Bger_17699",18,4,6,10,2,3,5,2,63,22,408,89,9,7,17,9,11,9,10,25,2,1
"Bger_17708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17709",16,10,1,2,3,5,41,38,45,16,193,70,25,25,20,29,11,19,19,12,17,13
"Bger_17707",924,911,429,948,115,320,267,249,159,96,178,141,22,20,36,48,16,52,30,42,30,34
"Bger_17710",2,2,0,0,0,1,1,0,0,1,2,1,0,0,1,2,1,0,0,0,0,3
"Bger_21881",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21882",0,1,0,1,0,0,2,1,2,2,1,0,1,2,2,0,0,1,0,0,1,1
"Bger_21884",26,14,12,21,1,8,1,3,2,1,0,1,243,203,109,110,16,46,17,36,52,50
"Bger_21883",0,0,0,0,0,0,0,0,134,148,2,4,4,4,31,22,38,16,69,75,1,2
"Bger_21886",29,41,0,36,3,23,9,21,11,8,13,15,4,6,5,7,1,4,2,6,8,3
"Bger_21889",357,239,278,460,74,204,99,86,51,17,67,49,15,16,15,10,9,19,7,11,8,13
"Bger_21885",1,0,0,1,0,0,2,1,4,1,0,0,3,0,2,0,0,0,1,1,0,1
"Bger_21890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21888",121,421,49,529,54,444,273,347,69,45,62,88,11,4,49,53,14,37,31,31,23,14
"Bger_21887",3,1,0,0,0,0,2,2,0,1,4,3,1,0,1,1,1,2,3,1,1,0
"Bger_21891",37,18,4,15,9,21,43,37,42,20,56,45,22,21,22,32,6,19,15,14,15,9
"Bger_27831",6,4,0,0,0,3,8,9,2,4,27,26,35,21,5,17,3,12,11,8,22,15
"Bger_17851",0,1,0,2,0,0,5,3,2,0,1,2,0,0,0,1,0,0,0,0,0,0
"Bger_17850",30,44,0,12,0,6,1,8,24,34,101,122,120,64,58,63,36,31,54,39,20,26
"Bger_17852",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0
"Bger_17853",1,0,0,0,4,1,0,2,1,3,2,1,11,9,1,2,3,28,3,8,2,0
"Bger_17854",4,0,0,0,0,0,4,2,0,2,6,5,3,1,5,0,0,2,0,1,1,1
"Bger_17855",0,0,0,0,1,0,0,1,1,2,1,4,1,2,0,5,0,1,0,1,0,1
"Bger_17857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17856",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bger_17858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17861",0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,1,0
"Bger_17860",1,0,0,0,0,0,3,1,0,0,2,1,4,4,0,3,0,2,1,0,1,1
"Bger_17859",1,3,1,0,0,2,0,2,12,5,16,5,29,36,13,30,4,17,12,1,25,6
"Bger_17862",0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,1,1,0
"Bger_17863",1,1,0,0,0,0,0,0,4,2,21,6,9,10,9,16,5,9,0,8,6,5
"Bger_17864",0,3,1,1,2,2,5,10,1,0,0,2,0,0,0,0,0,0,0,0,1,0
"Bger_17866",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bger_17867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26534",3,1,0,2,0,2,0,0,1,0,5,5,7,3,2,0,0,0,0,3,0,0
"Bger_26535",3,2,0,0,0,1,5,1,23,17,5,1,0,0,0,4,0,1,1,1,1,0
"Bger_26536",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_26537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07907",615,687,174,867,282,1071,1076,1508,788,574,951,937,335,256,321,427,142,358,211,204,311,238
"Bger_07910",80,173,11,167,22,88,76,114,56,17,57,21,12,12,17,9,9,9,9,11,7,6
"Bger_07912",0,2,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07917",1651,1078,987,2190,445,1476,982,604,2156,555,949,337,418,306,701,1044,176,629,236,353,338,232
"Bger_07914",44,103,16,99,6,71,10,32,6,6,18,12,14,7,10,15,3,9,6,8,10,4
"Bger_07920",482,632,155,853,92,531,344,684,263,221,678,686,426,371,231,398,182,296,284,159,339,233
"Bger_07921",290,343,97,197,52,126,129,142,31,10,38,7,20,17,23,21,17,15,14,12,16,16
"Bger_07911",0,2,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_07924",69,84,26,94,7,28,5,18,20,55,108,55,82,54,408,423,51,127,223,131,212,175
"Bger_07922",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_07923",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_07916",46,42,11,66,2,67,5,12,48,16,14,7,11,6,12,9,1,4,9,5,7,6
"Bger_07913",1016,1633,801,2553,216,1368,288,720,86,128,282,278,137,94,144,114,93,110,117,108,86,67
"Bger_07919",591,676,252,958,100,545,345,691,269,225,682,686,427,375,231,401,184,300,284,160,341,234
"Bger_07926",1034,914,381,734,469,652,2714,2196,2608,1397,5152,2792,1970,1438,1723,2302,1231,2095,1785,724,1544,1214
"Bger_07908",143,237,35,360,91,535,533,938,198,170,225,380,94,60,67,80,32,71,48,57,67,50
"Bger_07918",19,20,1,27,3,26,15,22,62,31,43,14,27,17,33,55,7,24,13,13,22,13
"Bger_07909",0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0
"Bger_07915",1292,871,826,1984,282,1266,289,312,752,263,331,198,188,108,369,461,94,298,132,179,178,117
"Bger_07929",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
